town,COUNTY,longitude,latitude,cost_of_living,Housing,Food,Energy,Transport,Education,PD,Population,FC,DUC,EC,CPI,AP,NHUP,IR,RR,SEP,PAD
Castledermot,Kildare,-6.842118665,52.90873291,2.608956622,2.676207424,1.420450859,2.385386495,2.548018332,4.01472,1174.1,1685,3.04,0.14019612,16.03,3.2,7.1,0.489361702,2.7,8.975,3.362990328,3.195914213
Celbridge,Kildare,-6.545550821,53.33972477,2.298704506,3.201753291,1.420450859,2.903554975,3.075603403,0.89216,3963.6,20601,3.04,0.406663045,16.03,3.2,7.1,12,2.7,8.975,4.627713814,5.699488268
Clane,Kildare,-6.691165693,53.29375463,2.385664946,2.8851463,1.420450859,2.589993671,2.757725902,2.275008,1904.7,8152,3.04,0.281583575,16.03,3.2,7.1,10.61702128,2.7,8.975,4.662812198,4.772411945
Coill Dubh ,Kildare,-6.820988447,53.29555782,3.078119603,2.893980754,1.420450859,2.599128631,2.76703777,5.71,1946.1,1476,3.04,0.247360607,16.03,3.2,7.1,1.893617021,2.7,8.975,4.32309341,3.063484376
Curragh Camp,Kildare,-6.839532369,53.13847282,2.630743184,3.169006289,1.420450859,2.871258903,3.042999871,2.65,3677.1,1076,3.04,0.090727079,16.03,3.2,7.1,1.14893617,2.7,8.975,4.049047217,2.747399111
Cut Bush,Kildare,-6.830061301,53.12270579,1.90431836,2.750408291,1.420450859,2.457998873,2.622733777,0.27,1395.2,297,3.04,0.074376493,16.03,3.2,7.1,0.063829787,2.7,8.975,1.381023629,1.460125509
Derrinturn,Kildare,-6.937620772,53.33984412,3.252233199,2.986127116,1.420450859,2.690061609,2.859526409,6.305,2408.7,1837,3.04,0.311013732,16.03,3.2,7.1,3.29787234,2.7,8.975,4.699701644,3.282282456
Johnstown,Kildare,-6.622609744,53.2327547,2.596448896,2.822521009,1.420450859,2.528760021,2.695212591,3.5153,1648.9,1320,3.04,0.276942913,16.03,3.2,7.1,2.170212766,2.7,8.975,4.099659026,2.951780386
Johnstownbridge,Kildare,-6.854981128,53.40160087,2.892623199,3.037916394,1.420450859,2.741420496,2.911628247,4.3517,2716.1,677,3.04,0.354205048,16.03,3.2,7.1,0.063829787,2.7,8.975,2.8776281,2.284064643
Kilberry,Kildare,-7.019300726,53.04009956,1.975343553,2.879456206,1.420450859,2.584887397,2.752523302,0.2394,1882.1,361,3.04,0.190262341,16.03,3.2,7.1,0.042553191,2.7,8.975,1.282698978,1.655271329
Kilcock,Kildare,-6.669118083,53.39860313,2.947744007,3.15366882,1.420450859,2.855513424,3.027086933,4.282,3544.3,8674,3.04,0.385123291,16.03,3.2,7.1,22.40425532,2.7,8.975,5.531507651,4.834478695
Kilcullen,Kildare,-6.745732771,53.13121403,2.911751346,3.000126311,1.420450859,2.703850262,2.873529301,4.5608,2488,3815,3.04,0.117637761,16.03,3.2,7.1,3.404255319,2.7,8.975,4.586913529,4.013089314
Kildangan,Kildare,-7.010572823,53.1045352,1.978425377,2.791352425,1.420450859,2.498189154,2.663934445,0.5182,1534.2,546,3.04,0.189864743,16.03,3.2,7.1,0.595744681,2.7,8.975,2.67543956,2.069012346
Kildare,Kildare,-6.905933167,53.15987035,0.490937368,3.101440599,1.420450859,2.803795414,2.974799967,-7.8458,3142.2,10302,3.04,0.135372662,16.03,3.2,7.1,16.04255319,2.7,8.975,#NUM!,5.006486701
Kill,Kildare,-6.593701177,53.24573418,2.037518244,2.86702746,1.420450859,2.572415226,2.739797677,0.5879,1827.5,3818,3.04,0.307301705,16.03,3.2,7.1,5.212765957,2.7,8.975,3.748229072,4.013875375
Kilmead,Kildare,-6.899097966,53.03423388,2.834407453,2.729866236,1.420450859,2.43787162,2.602060551,4.981788,1330.2,372,3.04,0.071289639,16.03,3.2,7.1,0.021276596,2.7,8.975,2.149204328,1.685287225
Kilmeage,Kildare,-6.842982762,53.25066058,2.529134464,2.932754785,1.420450859,2.637445536,2.80605314,2.848968,2129.4,1054,3.04,0.20279426,16.03,3.2,7.1,0.106382979,2.7,8.975,2.809816967,2.7267411
Kilteel,Kildare,-6.524229776,53.23498682,2.031097943,2.479420047,1.420450859,2.19457614,2.349578666,1.711464,742,262,3.04,0.357569912,16.03,3.2,7.1,0.085106383,2.7,8.975,2.033733807,1.334737874
Leixlip,Kildare,-6.506031696,53.36815666,2.637334186,3.12778172,1.420450859,2.829941174,3.001237656,2.80725952,3339.2,16733,3.04,0.454681204,16.03,3.2,7.1,18.06382979,2.7,8.975,5.228734827,5.480638923
Maynooth,Kildare,-6.591805304,53.37933892,2.8848978,2.873183912,1.420450859,2.57718976,2.744664469,4.809,1848,13906,3.04,0.407343035,16.03,3.2,7.1,30.89361702,2.7,8.975,5.438625502,5.306469051
Milltown,Kildare,-6.852143692,53.20205326,2.600016435,2.830715605,1.420450859,2.536888615,2.703527095,3.5085,1681,921,3.04,0.155419528,16.03,3.2,7.1,0.14893617,2.7,8.975,2.943689376,2.591853407
Monasterevin,Kildare,-7.057334272,53.14199666,2.881404746,2.817954097,1.420450859,2.524381813,2.690736962,4.9535,1632,5307,3.04,0.246597481,16.03,3.2,7.1,0.042553191,2.7,8.975,2.536564459,4.343175353
Naas,Kildare,-6.662127873,53.21995745,2.431780926,3.081823784,1.420450859,2.783436789,2.954193195,1.919,2996.3,26180,3.04,0.239527112,16.03,3.2,7.1,44.65957447,2.7,8.975,5.40957485,6.008813185
Narraghmore,Kildare,-6.829216664,53.0483341,2.420742657,2.917581386,1.420450859,2.622416094,2.790764946,2.3525,2055.9,375,3.04,0,16.03,3.2,7.1,0,2.7,8.975,#NUM!,1.693319396
Newbridge,Kildare,-6.801721231,53.17977544,2.576632771,2.967324892,1.420450859,2.670408484,2.83956962,2.98541,2300.6,24366,3.04,0.134286356,16.03,3.2,7.1,27.76595745,2.7,8.975,5.280357752,5.455321115
Nurney,Kildare,-6.945884824,53.09379542,2.511442832,2.956137269,1.420450859,2.66049794,2.829498091,2.69063,2247.8,497,3.04,0.125212584,16.03,3.2,7.1,0.340425532,2.7,8.975,3.313633772,1.974983397
Prosperous,Kildare,-6.756657559,53.28890159,2.425715687,2.846369511,1.420450859,2.552193982,2.719159283,2.5904048,1742.6,2413,3.04,0.251271851,16.03,3.2,7.1,2.531914894,2.7,8.975,4.058014449,3.555019436
Rathangan,Kildare,-6.986108973,53.21902151,1.758188297,2.455746928,1.420450859,2.171037329,2.324847567,0.4188588,700.9,3263,3.04,0.231839144,16.03,3.2,7.1,4.978723404,2.7,8.975,3.164841704,3.856795667
Rathcoffey,Kildare,-6.685002807,53.33234225,2.035508812,2.483400979,1.420450859,2.198356158,2.353549666,1.7217864,748.9,371,3.04,0.318525144,16.03,3.2,7.1,0.276595745,2.7,8.975,2.552248598,1.682595433
Robertstown,Kildare,-6.819423568,53.26992838,2.925016371,2.979813604,1.420450859,2.683912551,2.853284842,4.68762,2374.4,771,3.04,0.22181057,16.03,3.2,7.1,0.425531915,2.7,8.975,3.67543842,2.414081744
Sallins,Kildare,-6.666523168,53.25024263,2.570487438,3.21895671,1.420450859,2.920745503,3.092954119,2.19933,4125.5,6269,3.04,0.259299498,16.03,3.2,7.1,6.893617021,2.7,8.975,4.796214142,4.509765502
Straffan,Kildare,-6.612073999,53.31451212,2.619755012,2.707100506,1.420450859,2.415504289,2.579039408,3.97668,1261,1158,3.04,0.343513722,16.03,3.2,7.1,2.936170213,2.7,8.975,4.16801696,2.820843029
Suncroft,Kildare,-6.858869753,53.10556638,2.565900378,2.953947351,1.420450859,2.658311326,2.827277353,2.969515,2236.4,491,3.04,0.064458047,16.03,3.2,7.1,0.489361702,2.7,8.975,3.511864985,1.962837498
Two Mile House,Kildare,-6.69777708,53.16666509,1.979582341,2.580964057,1.420450859,2.292628291,2.451990096,1.1518784,940.5,474,3.04,0.176857538,16.03,3.2,7.1,0.553191489,2.7,8.975,2.777640924,1.927600692
Ballyhale,Kilkenny,-7.20116243,52.46865509,1.44553369,2.573381163,1.420450859,2.285379993,2.444456435,-1.496,924.3,184,3.04,0.1540566,16.03,3.2,7.1,0.106382979,2.7,8.825,#NUM!,-0.083381609
Ballyragget,Kilkenny,-7.333953348,52.78746643,2.373932771,2.635890739,1.420450859,2.346321497,2.507640758,2.95936,1069.1,1116,3.04,0.496367813,16.03,3.2,7.1,0.617021277,2.7,8.825,3.290516269,1.719188776
Bennettsbridge,Kilkenny,-7.178930181,52.59200193,3.570037171,2.801403075,1.420450859,2.508176305,2.674155618,8.446,1570.7,664,3.04,0.275556625,16.03,3.2,7.1,0.106382979,2.7,8.825,3.149616467,1.199964783
Callan,Kilkenny,-7.38899726,52.54575749,2.839141538,2.758524504,1.420450859,2.465901041,2.630831287,4.92,1421.2,2678,3.04,0.31205168,16.03,3.2,7.1,3.319148936,2.7,8.825,4.365647042,2.59450816
Castlecomer,Kilkenny,-7.212456452,52.79960654,2.993174248,2.740575778,1.420450859,2.448552248,2.613012354,5.74328,1363.7,1496,3.04,0.484430405,16.03,3.2,7.1,0.893617021,2.7,8.825,3.845030263,2.012232792
Clogh,Kilkenny,-7.165157889,52.8647529,0.865782295,2.548943653,1.420450859,2.261975079,2.420057087,-4.3225152,873.1,298,3.04,0.548438614,16.03,3.2,7.1,0.021276596,2.7,8.825,#NUM!,0.39877612
Fiddown,Kilkenny,-7.313901419,52.33176606,2.304565424,2.727211951,1.420450859,2.435360486,2.599475826,2.340328,1322.2,410,3.04,0.137406968,16.03,3.2,7.1,0.063829787,2.7,8.825,2.295597278,0.717839793
Freshford,Kilkenny,-7.399203965,52.73341101,0.812825193,2.479536917,1.420450859,2.194893504,2.349900683,-4.380656,742.4,593,3.04,0.472308664,16.03,3.2,7.1,0.042553191,2.7,8.825,#NUM!,1.086877032
Goresbridge,Kilkenny,-6.994268629,52.6300772,1.951164791,2.66184422,1.420450859,2.371592296,2.533768579,0.768168,1135.8,317,3.04,0.363154492,16.03,3.2,7.1,0.042553191,2.7,8.825,1.569690214,0.460584407
Gowran,Kilkenny,-7.06663037,52.62970374,3.160693211,2.926772023,1.420450859,2.631620975,2.800122195,6.0245,2100.3,847,3.04,0.332245401,16.03,3.2,7.1,0.063829787,2.7,8.825,2.907225738,1.443383328
Graiguenamanagh-Tinnahinch,Kilkenny,-6.955346656,52.54104394,2.875879132,2.730112206,1.420450859,2.438272891,2.602459705,5.1881,1331.1,1506,3.04,0.315797914,16.03,3.2,7.1,0.234042553,2.7,8.825,3.208513849,2.018895042
Inistioge,Kilkenny,-7.067160141,52.48898376,3.361778878,2.843455264,1.420450859,2.549489321,2.716398946,7.2791,1731.6,315,3.04,0.204719134,16.03,3.2,7.1,0.085106383,2.7,8.825,3.030487396,0.454255272
Johnstown,Kilkenny,-7.556890185,52.75173049,2.565453142,2.723751933,1.420450859,2.43218052,2.596182399,3.6547,1311.6,450,3.04,0.57751142,16.03,3.2,7.1,0.127659574,2.7,8.825,2.786706534,0.810930216
Kells,Kilkenny,-7.274275658,52.53901723,2.656203263,2.968963442,1.420450859,2.673249361,2.842452655,3.3759,2315.8,291,3.04,0.242756434,16.03,3.2,7.1,0,2.7,8.825,#NUM!,0.375005901
Kilkenny,Kilkenny,-7.2479151,52.65453389,2.855020789,2.975497869,1.420450859,2.679081241,2.848373975,4.3517,2347.5,27184,3.04,0.345369595,16.03,3.2,7.1,15.93617021,2.7,8.825,5.211648509,4.709530201
Kilmacow,Kilkenny,-7.177350738,52.31644984,1.905238534,2.713641838,1.420450859,2.421990343,2.585733629,0.384376,1281.1,671,3.04,0,16.03,3.2,7.1,0.340425532,2.7,8.825,2.224361419,1.21045177
Kilmoganny,Kilkenny,-7.329844253,52.46141206,2.301117786,2.662143248,1.420450859,2.37180299,2.533995832,2.517196,1136.6,256,3.04,0.210400379,16.03,3.2,7.1,0,2.7,8.825,#NUM!,0.246860078
Knocktopher,Kilkenny,-7.216396964,52.48510001,2.475753246,2.652355945,1.420450859,2.362231577,2.52411201,3.41961584,1111,174,3.04,0.173111201,16.03,3.2,7.1,0.042553191,2.7,8.825,2.208623517,-0.139262067
Moneenroe,Kilkenny,-7.163894455,52.83380566,2.340606846,2.128342648,1.420450859,1.860878347,1.990112378,4.30325,322.1,739,3.04,0.517530796,16.03,3.2,7.1,9.255319149,2.7,8.825,4.108178701,1.306980554
Mooncoin,Kilkenny,-7.253874826,52.29244935,2.719937571,2.692819488,1.420450859,2.401640129,2.564777381,4.52,1220.5,1184,3.04,0.080199496,16.03,3.2,7.1,0.659574468,2.7,8.825,3.560940054,1.778336449
Mullinavat,Kilkenny,-7.17384287,52.36771541,2.655609646,2.487917729,1.420450859,2.202625656,2.358053984,4.809,757.1,210,3.04,0.05138545,16.03,3.2,7.1,0.021276596,2.7,8.825,1.889110165,0.048790164
Paulstown,Kilkenny,-7.024787049,52.67973127,2.409217096,2.95271174,1.420450859,2.657240633,2.826178248,2.189504,2230.3,919,3.04,0.394016601,16.03,3.2,7.1,0.042553191,2.7,8.825,2.317641165,1.524968756
Piltown,Kilkenny,-7.330878919,52.35252798,2.255938128,2.729885943,1.420450859,2.437944388,2.60213065,2.0892788,1330.3,1275,3.04,0.157710287,16.03,3.2,7.1,0.680851064,2.7,8.825,3.276998109,1.852384091
Slieverue,Kilkenny,-7.070448747,52.28380896,3.092440316,2.724694733,1.420450859,2.432886803,2.596934186,6.287235,1314.5,458,3.04,0.111774158,16.03,3.2,7.1,0.021276596,2.7,8.825,2.245122426,0.828551818
Stoneyford,Kilkenny,-7.232445153,52.53648621,1.702962637,1.404686902,1.420450859,1.2653615,1.217818922,3.206495,51.7,185,3.04,0.226829014,16.03,3.2,7.1,0.021276596,2.7,8.825,0.547423252,#NUM!
Thomastown,Kilkenny,-7.142944314,52.52677082,2.294891985,2.74476933,1.420450859,2.452520792,2.617102343,2.2396166,1377,2305,3.04,0.213116674,16.03,3.2,7.1,1.106382979,2.7,8.825,3.533013104,2.444518589
Urlingford,Kilkenny,-7.582090693,52.71904204,2.225684861,2.53665101,1.420450859,2.250093577,2.407663377,2.51356548,848.4,1196,3.04,0.570872062,16.03,3.2,7.1,0.042553191,2.7,8.825,1.957823001,1.788420568
Abbeyleix,Laois,-7.347684042,52.91409579,3.097411925,2.628840144,1.420450859,2.338355244,2.499413377,6.6,1049.3,1897,3.04,0.247274369,16.03,3.2,7.1,0.553191489,2.7,10.75,3.583319098,2.026568052
Ballinakill,Laois,-7.307189499,52.87528001,3.041340506,2.601881709,1.420450859,2.312133682,2.472236281,6.4,985.4,462,3.04,0.28121712,16.03,3.2,7.1,0.042553191,2.7,10.75,2.42872467,0.614103973
Ballybrittas,Laois,-7.134812255,53.10967221,3.361660205,2.86735506,1.420450859,2.572559071,2.739936034,7.208,1827.8,435,3.04,0.519850018,16.03,3.2,7.1,0.191489362,2.7,10.75,3.401888102,0.553885113
Ballycolla,Laois,-7.44823136,52.88192407,2.527934052,2.724105396,1.420450859,2.431552931,2.595561075,3.468,1310.3,133,3.04,0.142100121,16.03,3.2,7.1,0,2.7,10.75,#NUM!,-0.63111179
Ballylinan,Laois,-7.044292926,52.94385525,2.264055068,2.653835151,1.420450859,2.362935002,2.524814328,2.35824,1112.3,1167,3.04,0.550659397,16.03,3.2,7.1,0.595744681,2.7,10.75,3.193870112,1.540730714
Ballyroan,Laois,-7.30517104,52.94746443,2.581997351,2.984462904,1.420450859,2.688138707,2.857574287,2.95936,2397.9,657,3.04,0.29741543,16.03,3.2,7.1,0.276595745,2.7,10.75,3.292874361,0.966223101
Borris-In-Ossory,Laois,-7.633016372,52.93831805,2.534534468,2.63342771,1.420450859,2.342785054,2.504008717,3.772,1060.7,629,3.04,0.095479165,16.03,3.2,7.1,0.085106383,2.7,10.75,2.532126386,0.922670339
Castletown,Laois,-7.498678613,52.97622563,1.724605963,2.409475325,1.420450859,2.125742323,2.277041309,0.39032,627.6,297,3.04,0.150905811,16.03,3.2,7.1,0.191489362,2.7,10.75,1.671248392,0.172271221
Clonaslee,Laois,-7.522414281,53.14860848,2.393391338,2.504640134,1.420450859,2.217656123,2.373780773,3.4504288,784.8,608,3.04,0.301427666,16.03,3.2,7.1,0.361702128,2.7,10.75,2.990983128,0.888713964
Durrow,Laois,-7.394566403,52.84417522,2.986567311,2.62632276,1.420450859,2.335844877,2.496818058,6.0534,1043.1,946,3.04,0.193324256,16.03,3.2,7.1,0.787234043,2.7,10.75,3.696429184,1.330781651
Emo,Laois,-7.215458972,53.09512245,2.320846812,2.556690267,1.420450859,2.268268948,2.426623985,2.9322,886.6,283,3.04,0.443275712,16.03,3.2,7.1,0.106382979,2.7,10.75,2.441793463,0.12398598
Errill,Laois,-7.682747837,52.85842087,2.16158357,2.347821612,1.420450859,2.066637326,2.214208054,2.7588,542.7,192,3.04,0.095211883,16.03,3.2,7.1,0,2.7,10.75,#NUM!,-0.263965546
Killenard,Laois,-7.148289041,53.13517257,2.266320189,2.853474316,1.420450859,2.558890205,2.725985565,1.7728,1769.9,741,3.04,0.521434777,16.03,3.2,7.1,0,2.7,10.75,#NUM!,1.086539707
Mountmellick,Laois,-7.325059046,53.11575857,3.024981164,2.816769919,1.420450859,2.522686951,2.688998091,5.676,1625.3,4905,3.04,0.370528236,16.03,3.2,7.1,0.063829787,2.7,10.75,2.769999319,3.663561646
Mountrath,Laois,-7.473195374,53.00055169,3.444344465,2.865683773,1.420450859,2.570742185,2.738095508,7.62675,1820.5,2070,3.04,0.185682476,16.03,3.2,7.1,1.191489362,2.7,10.75,4.218620363,2.113842968
Newtown,Laois,-7.117331944,52.86382228,2.963297345,2.80832009,1.420450859,2.514409761,2.680526013,5.39278,1593.7,269,3.04,0.470388413,16.03,3.2,7.1,0.106382979,2.7,10.75,2.961091423,0.073250462
Portarlington,Laois,-7.185828596,53.15829496,2.336204487,2.831216665,1.420450859,2.5366167,2.703234211,2.189504,1679.4,9288,3.04,0.503826552,16.03,3.2,7.1,6.085106383,2.7,10.75,4.349768067,3.615017606
Portlaoise,Laois,-7.296832328,53.03698315,2.377349164,3.000772671,1.420450859,2.703513217,2.873180676,1.8888284,2485.7,23494,3.04,0.343403817,16.03,3.2,7.1,20.31914894,2.7,10.75,4.97954673,4.615120517
Rathdowney,Laois,-7.587624351,52.85431903,2.006234257,2.759807214,1.420450859,2.466504321,2.631466092,0.7529428,1423.7,1368,3.04,0,16.03,3.2,7.1,0.361702128,2.7,10.75,2.588531533,1.69964418
Stradbally,Laois,-7.143463509,53.01476854,2.64330051,2.746855115,1.420450859,2.453955056,2.618561518,3.97668,1381.3,1404,3.04,0.472253004,16.03,3.2,7.1,1.021276596,2.7,10.75,3.748952036,1.725619667
The Swan,Laois,-7.15610267,52.8861413,2.299852058,2.632088471,1.420450859,2.341681395,2.502843566,2.602196,1057.4,275,3.04,0.432693445,16.03,3.2,7.1,0.042553191,2.7,10.75,2.068511449,0.09531018
Ballinamore,Leitrim,-7.800375454,54.05278282,2.577619436,2.42748806,1.420450859,2.143908783,2.296249479,4.6,656.1,1112,3.04,0.17140755,16.03,3.2,7.1,0.574468085,2.7,9.625,3.238993776,1.492454557
Carrick-On-Shannon,Leitrim,-8.088519693,53.94787048,1.772639505,2.565499322,1.420450859,2.277260755,2.435986591,0.164,906,4743,3.04,0.443381418,16.03,3.2,7.1,2.170212766,2.7,9.625,2.50847436,2.942964208
Carrigallen,Leitrim,-7.646160516,53.97796102,2.399995037,2.550511366,1.420450859,2.262629043,2.420783916,3.3456,875.3,481,3.04,0,16.03,3.2,7.1,0.021276596,2.7,9.625,1.794533086,0.654406352
Dromahair,Leitrim,-8.299484182,54.23022107,3.595579817,2.707291908,1.420450859,2.41581623,2.579340085,8.855,1261.4,939,3.04,0.700333451,16.03,3.2,7.1,0.042553191,2.7,9.625,2.67697353,1.323354561
Drumkeeran,Leitrim,-8.142943371,54.16972516,1.839705882,2.499620305,1.420450859,2.21376937,2.369688877,0.695,777.1,287,3.04,0.532509801,16.03,3.2,7.1,0.021276596,2.7,9.625,1.060363856,0.138021298
Drumod,Leitrim,-7.918523092,53.85815822,2.585880155,2.639259799,1.420450859,2.349130336,2.51055978,4.01,1076.6,753,3.04,0.297546778,16.03,3.2,7.1,0.255319149,2.7,9.625,3.042282136,1.10260431
Drumshanbo,Leitrim,-8.040119629,54.04643314,2.570900098,2.614124706,1.420450859,2.324683549,2.485241374,4.01,1015.3,1240,3.04,0.399865244,16.03,3.2,7.1,0.425531915,2.7,9.625,3.238670897,1.601405741
Drumsna,Leitrim,-8.005798471,53.92705331,2.595874703,2.627481922,1.420450859,2.337706723,2.498734011,4.095,1047.5,268,3.04,0.363223146,16.03,3.2,7.1,0.042553191,2.7,9.625,2.261340075,0.069526063
Keshcarrigan,Leitrim,-7.946349779,54.01864301,2.172759884,2.696738225,1.420450859,2.405288086,2.568522248,1.7728,1230.8,238,3.04,0.302933355,16.03,3.2,7.1,0.085106383,2.7,9.625,2.268809364,-0.049190244
Kinlough,Leitrim,-8.28559254,54.4472951,1.962853961,2.873489498,1.420450859,2.579020576,2.746516873,0.194792,1855.4,1196,3.04,0.79318837,16.03,3.2,7.1,0.234042553,2.7,9.625,1.927303496,1.565277017
Leitrim,Leitrim,-8.06497966,53.99062709,1.941492248,2.794091652,1.420450859,2.500758719,2.666555048,0.32560496,1543.2,701,3.04,0.419010626,16.03,3.2,7.1,0.468085106,2.7,9.625,2.371438049,1.031046969
Manorhamilton,Leitrim,-8.174383777,54.30543908,2.976360904,3.097485166,1.420450859,2.800333087,2.971285407,4.59225,3116.2,17259,3.04,0.621499551,16.03,3.2,7.1,0.744680851,2.7,9.625,4.027621032,4.234628108
Mohill,Leitrim,-7.868408733,53.92070531,1.416216036,2.493854373,1.420450859,2.207806251,2.363468699,-1.4045,766.4,1027,3.04,0.229504873,16.03,3.2,7.1,1.276595745,2.7,9.625,#NUM!,1.412936292
Tullaghan,Leitrim,-8.327603379,54.47027298,2.47161783,2.595312467,1.420450859,2.306697749,2.466553674,3.5690744,971.8,293,3.04,0.840675584,16.03,3.2,7.1,0.042553191,2.7,9.625,2.169064634,0.158711691
Abbeyfeale,Limerick,-9.298576961,52.38029916,3.315232274,2.759047079,1.420450859,2.465882725,2.630780708,7.3,1420.2,2206,3.04,0.937619591,16.03,3.2,7.1,0.574468085,2.7,11.5,3.774938275,2.73709107
Adare,Limerick,-8.794605242,52.56000152,2.997635457,2.763245363,1.420450859,2.469728137,2.634752925,5.7,1434,1224,3.04,0.404127022,16.03,3.2,7.1,1.212765957,2.7,11.5,3.996201005,2.148034333
Annacotty,Limerick,-8.535375267,52.66724462,3.150868042,2.919207649,1.420450859,2.623162102,2.791519601,6,2059.3,3398,3.04,0.13563415,16.03,3.2,7.1,5.340425532,2.7,11.5,4.819446733,3.169097172
Ardagh,Limerick,-9.060385358,52.4938487,2.96205626,2.469133585,1.420450859,2.183151349,2.337545505,6.4,721.2,273,3.04,0.677990234,16.03,3.2,7.1,0.063829787,2.7,11.5,2.469259089,0.647626665
Askeaton,Limerick,-8.974430178,52.60028867,1.373197579,2.688824257,1.420450859,2.396875135,2.559837643,-2.2,1206,1236,3.04,0.575866954,16.03,3.2,7.1,0.085106383,2.7,11.5,#NUM!,2.157790508
Athea,Limerick,-9.285581859,52.46042379,3.218917953,2.597842842,1.420450859,2.308194,2.468102062,7.3,975.2,418,3.04,0.905024138,16.03,3.2,7.1,0.085106383,2.7,11.5,2.782378686,1.073636303
Ballingarry,Limerick,-8.863112739,52.47402243,1.788999908,2.581421365,1.420450859,2.291909109,2.45121821,0.2,938.4,570,3.04,0.494920495,16.03,3.2,7.1,0.319148936,2.7,11.5,1.777411396,1.383791231
Ballyagran,Limerick,-8.782989071,52.40282437,0.110257957,2.43336801,1.420450859,2.148453505,2.30101741,-7.752,663,166,3.04,0.455510775,16.03,3.2,7.1,0.021276596,2.7,11.5,#NUM!,0.150142658
Ballyhahill,Limerick,-9.195503148,52.55903907,2.212245939,2.673766143,1.420450859,2.382260249,2.544752447,2.04,1164.4,153,3.04,0.799995031,16.03,3.2,7.1,0.021276596,2.7,11.5,1.703634506,0.068592791
Ballylanders,Limerick,-8.346931572,52.37108519,2.558431042,2.945218742,1.420450859,2.649159934,2.817965676,2.95936,2188.6,337,3.04,0.284656849,16.03,3.2,7.1,0.063829787,2.7,11.5,2.616387591,0.8582378
Ballyneety,Limerick,-8.548994363,52.58791108,2.179051456,2.372349742,1.420450859,2.089492804,2.238563877,2.7744,574.1,586,3.04,0.160941918,16.03,3.2,7.1,0.085106383,2.7,11.5,2.132118756,1.41147466
Broadford,Limerick,-8.973341074,52.34535198,2.853031082,2.617558842,1.420450859,2.327256038,2.48788967,5.412,1021.2,231,3.04,0.64886218,16.03,3.2,7.1,0.063829787,2.7,11.5,2.547491991,0.480572581
Bruff,Limerick,-8.548072541,52.47571463,2.721121933,2.643985746,1.420450859,2.352806678,2.51436638,4.674,1086.2,887,3.04,0.228661366,16.03,3.2,7.1,0.14893617,2.7,11.5,2.878598689,1.825999852
Bruree,Limerick,-8.660516824,52.4238831,2.894863408,2.742546788,1.420450859,2.449414267,2.613905125,5.248,1366.7,641,3.04,0.344780461,16.03,3.2,7.1,0.510638298,2.7,11.5,3.563780405,1.501184327
Caherconlish,Limerick,-8.47158037,52.59400449,3.644453999,2.926388306,1.420450859,2.63047079,2.798960039,8.446,2095,1569,3.04,0.090655178,16.03,3.2,7.1,0.468085106,2.7,11.5,3.918159927,2.396348623
Cappamore,Limerick,-8.339054138,52.61299608,2.92940596,2.800340855,1.420450859,2.50614863,2.672089456,5.248,1563.5,668,3.04,0.072268613,16.03,3.2,7.1,0.063829787,2.7,11.5,2.719115109,1.542443044
Carrigkerry,Limerick,-9.149993686,52.49314692,2.236733306,2.333113938,1.420450859,2.052635,2.199146734,3.17832,523.2,190,3.04,0.765595035,16.03,3.2,7.1,0.085106383,2.7,11.5,2.150827489,0.285178942
Castleconnell,Limerick,-8.498735758,52.71399243,3.053094584,2.785617083,1.420450859,2.491627802,2.657217177,5.91056,1510.7,2488,3.04,0.116687999,16.03,3.2,7.1,0.85106383,2.7,11.5,3.880768993,2.857389324
Clarina,Limerick,-8.73090979,52.63568904,2.174038602,2.569507861,1.420450859,2.280063978,2.438912713,2.1612576,912.3,559,3.04,0.330480936,16.03,3.2,7.1,1.638297872,2.7,11.5,3.509237076,1.364304343
Croom,Limerick,-8.715954344,52.52240942,2.536859917,2.557852846,1.420450859,2.268805071,2.427190806,4.01,887.9,1240,3.04,0.34026176,16.03,3.2,7.1,0.893617021,2.7,11.5,3.502659861,2.161021529
Doon,Limerick,-8.243623444,52.60484002,0.409019542,2.581581705,1.420450859,2.291866142,2.451199002,-6.7,938.8,651,3.04,0.163670762,16.03,3.2,7.1,0.106382979,2.7,11.5,#NUM!,1.516664512
Drumcollogher,Limerick,-8.907116402,52.339094,2.872022435,2.691868726,1.420450859,2.399869802,2.562922789,5.285,1214.6,509,3.04,0.594500038,16.03,3.2,7.1,0.042553191,2.7,11.5,2.436410406,1.270602887
Fedamore,Limerick,-8.602735895,52.54504626,2.258147704,2.935465768,1.420450859,2.639489844,2.808132048,1.4872,2139.6,381,3.04,0.227891781,16.03,3.2,7.1,0.340425532,2.7,11.5,3.034724091,0.980954245
Foynes,Limerick,-9.10027904,52.61042165,2.097633069,2.341423958,1.420450859,2.06049084,2.20755969,2.45824,533.6,512,3.04,0.700666616,16.03,3.2,7.1,0.085106383,2.7,11.5,2.047802235,1.276479495
Galbally,Limerick,-8.292358224,52.40065936,1.078938379,2.478991434,1.420450859,2.192335283,2.347234318,-3.04432,738.1,269,3.04,0.27244278,16.03,3.2,7.1,0.085106383,2.7,11.5,#NUM!,0.63286625
